,status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account/bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,sex,other_debtors/guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
346,2,13,critical_account/other_credits_existing_not_at_this_bank,radio/television,882,1,1,4,male_single,male,guarantor,4,real_estate,23,none,own,2,2,1,0,1,1
347,2,24,existing_credits_paid_back_duly_till_now,radio/television,3758,3,0,1,female_divorced/separated/married,female,none,4,unknown/no_property,23,none,rent,1,0,1,0,1,1
348,0,6,delay_in_paying_off_in_the_past,business,1743,2,2,1,male_single,male,none,2,real_estate,34,none,own,2,1,1,0,1,1
349,2,9,critical_account/other_credits_existing_not_at_this_bank,education,1136,4,4,4,male_single,male,none,3,unknown/no_property,32,none,for free,2,2,2,0,1,0
350,0,9,existing_credits_paid_back_duly_till_now,domestic_appliances,1236,1,1,1,female_divorced/separated/married,female,none,4,real_estate,23,none,rent,1,2,1,1,1,1
351,2,9,existing_credits_paid_back_duly_till_now,furniture/equipment,959,1,2,1,female_divorced/separated/married,female,none,2,car_or_other,29,none,own,1,2,1,0,0,0
352,0,18,critical_account/other_credits_existing_not_at_this_bank,car_(used),3229,0,0,2,male_single,male,none,4,unknown/no_property,38,none,own,1,3,1,1,1,1
353,1,12,no_credits_taken/all_credits_paid_back_duly,radio/television,6199,1,2,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,28,none,rent,2,2,1,1,1,0
354,0,10,existing_credits_paid_back_duly_till_now,education,727,3,4,4,male_single,male,none,4,unknown/no_property,46,none,for free,1,2,1,1,1,1
355,2,24,existing_credits_paid_back_duly_till_now,car_(new),1246,1,1,4,male_single,male,none,2,real_estate,23,stores,own,1,1,1,0,1,0
356,0,12,critical_account/other_credits_existing_not_at_this_bank,radio/television,2331,0,4,1,male_single,male,co-applicant,4,real_estate,49,none,own,1,2,1,1,1,1
357,0,36,delay_in_paying_off_in_the_past,radio/television,4463,1,2,4,male_single,male,none,2,car_or_other,26,none,own,2,3,1,1,1,0
358,0,12,existing_credits_paid_back_duly_till_now,radio/television,776,1,2,4,male_married/widowed,male,none,2,real_estate,28,none,own,1,2,1,0,1,1
359,1,30,existing_credits_paid_back_duly_till_now,furniture/equipment,2406,1,3,4,female_divorced/separated/married,female,none,4,real_estate,23,none,rent,1,2,1,0,1,0
360,2,18,existing_credits_paid_back_duly_till_now,education,1239,0,2,4,male_single,male,none,4,unknown/no_property,61,none,for free,1,2,1,0,1,1
361,3,12,existing_credits_paid_back_duly_till_now,radio/television,3399,0,4,2,male_single,male,none,3,car_or_other,37,none,own,1,3,1,0,1,1
362,3,12,delay_in_paying_off_in_the_past,car_(new),2247,1,2,2,female_divorced/separated/married,female,none,2,car_or_other,36,stores,own,2,2,1,1,1,1
363,0,6,existing_credits_paid_back_duly_till_now,furniture/equipment,1766,1,2,1,male_married/widowed,male,none,2,building_society_savings_agreement/life_insurance,21,none,rent,1,2,1,0,1,1
364,1,18,existing_credits_paid_back_duly_till_now,furniture/equipment,2473,1,0,4,male_single,male,none,1,car_or_other,25,none,own,1,0,1,0,1,0
365,0,12,existing_credits_paid_back_duly_till_now,business,1542,1,3,2,male_single,male,none,4,car_or_other,36,none,own,1,2,1,1,1,1
366,0,18,critical_account/other_credits_existing_not_at_this_bank,car_(used),3850,1,3,3,male_single,male,none,1,car_or_other,27,none,own,2,2,1,0,1,1
367,1,18,existing_credits_paid_back_duly_till_now,furniture/equipment,3650,1,1,1,female_divorced/separated/married,female,none,4,car_or_other,22,none,rent,1,2,1,0,1,1
368,1,36,existing_credits_paid_back_duly_till_now,furniture/equipment,3446,1,4,4,male_single,male,none,2,car_or_other,42,none,own,1,2,2,0,1,0
369,2,18,existing_credits_paid_back_duly_till_now,furniture/equipment,3001,1,3,2,female_divorced/separated/married,female,none,4,real_estate,40,none,rent,1,2,1,0,1,1
370,0,36,existing_credits_paid_back_duly_till_now,car_(new),3079,0,2,4,male_single,male,none,4,real_estate,36,none,own,1,2,1,0,1,1
371,0,18,critical_account/other_credits_existing_not_at_this_bank,radio/television,6070,1,4,3,male_single,male,none,4,car_or_other,33,none,own,2,2,1,1,1,1
372,0,10,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,2146,1,1,1,female_divorced/separated/married,female,none,3,real_estate,23,none,rent,2,2,1,0,1,1
373,0,60,critical_account/other_credits_existing_not_at_this_bank,car_(new),13756,0,4,2,male_single,male,none,4,unknown/no_property,63,bank,for free,1,3,1,1,1,1
374,2,60,all_credits_at_this_bank_paid_back_duly,others,14782,2,4,3,female_divorced/separated/married,female,none,4,unknown/no_property,60,bank,for free,2,3,1,1,1,0
375,1,48,all_credits_at_this_bank_paid_back_duly,business,7685,1,3,2,female_divorced/separated/married,female,guarantor,4,car_or_other,37,none,rent,1,2,1,0,1,0
376,0,18,delay_in_paying_off_in_the_past,radio/television,2320,1,0,2,male_married/widowed,male,none,3,real_estate,34,none,own,2,2,1,0,1,1
377,0,7,delay_in_paying_off_in_the_past,radio/television,846,0,4,3,male_single,male,none,4,unknown/no_property,36,none,for free,1,2,1,0,1,1
378,2,36,existing_credits_paid_back_duly_till_now,car_(new),14318,1,4,4,male_single,male,none,2,unknown/no_property,57,none,for free,1,3,1,1,1,0
379,0,6,critical_account/other_credits_existing_not_at_this_bank,car_(new),362,2,2,4,female_divorced/separated/married,female,none,4,car_or_other,52,none,own,2,1,1,0,1,1
380,1,20,existing_credits_paid_back_duly_till_now,furniture/equipment,2212,0,3,4,male_single,male,none,4,car_or_other,39,none,own,1,2,1,1,1,1
381,2,18,existing_credits_paid_back_duly_till_now,car_(used),12976,1,0,3,female_divorced/separated/married,female,none,4,unknown/no_property,38,none,for free,1,3,1,1,1,0
382,0,22,existing_credits_paid_back_duly_till_now,car_(new),1283,0,3,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,25,none,rent,1,2,1,0,1,1
383,3,12,existing_credits_paid_back_duly_till_now,car_(new),1330,1,1,4,male_single,male,none,1,real_estate,26,none,own,1,2,1,0,1,1
384,0,30,delay_in_paying_off_in_the_past,business,4272,2,2,2,male_single,male,none,2,building_society_savings_agreement/life_insurance,26,none,own,2,1,1,0,1,1
385,0,18,critical_account/other_credits_existing_not_at_this_bank,radio/television,2238,1,2,2,female_divorced/separated/married,female,none,1,car_or_other,25,none,own,2,2,1,0,1,1
386,0,18,existing_credits_paid_back_duly_till_now,radio/television,1126,0,1,4,female_divorced/separated/married,female,none,2,real_estate,21,none,rent,1,2,1,1,1,1
387,2,18,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,7374,1,0,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,40,stores,own,2,3,1,1,1,1
388,2,15,critical_account/other_credits_existing_not_at_this_bank,business,2326,3,2,2,male_single,male,none,4,car_or_other,27,bank,own,1,2,1,0,1,1
389,0,9,existing_credits_paid_back_duly_till_now,business,1449,1,3,3,female_divorced/separated/married,female,none,2,car_or_other,27,none,own,2,2,1,0,1,1
390,0,18,existing_credits_paid_back_duly_till_now,car_(new),1820,1,2,2,male_married/widowed,male,none,2,building_society_savings_agreement/life_insurance,30,none,own,1,3,1,1,1,1
391,2,12,existing_credits_paid_back_duly_till_now,furniture/equipment,983,4,1,1,female_divorced/separated/married,female,none,4,real_estate,19,none,rent,1,1,1,0,1,1
392,1,36,existing_credits_paid_back_duly_till_now,car_(new),3249,1,3,2,male_single,male,none,4,unknown/no_property,39,bank,for free,1,3,2,1,1,1
393,1,6,critical_account/other_credits_existing_not_at_this_bank,radio/television,1957,1,3,1,female_divorced/separated/married,female,none,4,car_or_other,31,none,own,1,2,1,0,1,1
394,0,9,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,2406,1,0,2,male_single,male,none,3,car_or_other,31,none,own,1,3,1,0,1,1
395,2,39,delay_in_paying_off_in_the_past,education,11760,2,3,2,male_single,male,none,3,unknown/no_property,32,none,rent,1,2,1,1,1,1
396,1,12,existing_credits_paid_back_duly_till_now,furniture/equipment,2578,1,0,3,female_divorced/separated/married,female,none,4,unknown/no_property,55,none,for free,1,3,1,0,1,1
397,1,36,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,2348,1,2,3,male_married/widowed,male,none,2,building_society_savings_agreement/life_insurance,46,none,own,2,2,1,1,1,1
398,2,12,existing_credits_paid_back_duly_till_now,car_(new),1223,1,4,1,male_divorced/separated,male,none,1,real_estate,46,none,rent,2,2,1,0,1,0
399,0,24,critical_account/other_credits_existing_not_at_this_bank,radio/television,1516,4,2,4,female_divorced/separated/married,female,none,1,real_estate,43,none,own,2,1,1,0,1,1
400,0,18,existing_credits_paid_back_duly_till_now,radio/television,1473,1,1,3,male_married/widowed,male,none,4,real_estate,39,none,own,1,2,1,1,1,1
401,2,18,critical_account/other_credits_existing_not_at_this_bank,business,1887,0,2,4,male_married/widowed,male,none,4,real_estate,28,bank,own,2,2,1,0,1,1
402,0,24,delay_in_paying_off_in_the_past,business,8648,1,1,2,male_single,male,none,2,car_or_other,27,bank,own,2,2,1,1,1,0
403,0,14,delay_in_paying_off_in_the_past,car_(new),802,1,2,4,male_single,male,none,2,car_or_other,27,none,own,2,1,1,0,1,1
404,2,18,delay_in_paying_off_in_the_past,car_(new),2899,0,4,4,male_single,male,none,4,car_or_other,43,none,own,1,2,2,0,1,1
405,2,24,existing_credits_paid_back_duly_till_now,radio/television,2039,1,1,1,male_married/widowed,male,none,1,building_society_savings_agreement/life_insurance,22,none,own,1,2,1,1,1,0
406,0,24,critical_account/other_credits_existing_not_at_this_bank,car_(used),2197,0,3,4,male_single,male,none,4,car_or_other,43,none,own,2,2,2,1,1,1
407,1,15,existing_credits_paid_back_duly_till_now,radio/television,1053,1,1,4,male_married/widowed,male,none,2,real_estate,27,none,own,1,2,1,0,0,1
408,0,24,existing_credits_paid_back_duly_till_now,radio/television,3235,3,4,3,male_divorced/separated,male,none,2,car_or_other,26,none,own,1,3,1,1,1,1
409,3,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),939,3,3,4,male_married/widowed,male,none,2,real_estate,28,none,own,3,2,1,1,1,0
410,2,24,existing_credits_paid_back_duly_till_now,radio/television,1967,1,4,4,female_divorced/separated/married,female,none,4,car_or_other,20,none,own,1,2,1,1,1,1
411,0,33,critical_account/other_credits_existing_not_at_this_bank,car_(used),7253,1,3,3,male_single,male,none,2,car_or_other,35,none,own,2,3,1,1,1,1
412,0,12,critical_account/other_credits_existing_not_at_this_bank,business,2292,1,0,4,male_single,male,none,2,car_or_other,42,stores,own,2,3,1,1,1,0
413,0,10,existing_credits_paid_back_duly_till_now,car_(new),1597,3,2,3,male_single,male,none,2,unknown/no_property,40,none,rent,1,1,2,0,0,1
414,1,24,existing_credits_paid_back_duly_till_now,car_(new),1381,0,2,4,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,35,none,own,1,2,1,0,1,0
415,0,36,critical_account/other_credits_existing_not_at_this_bank,car_(used),5842,1,4,2,male_single,male,none,2,building_society_savings_agreement/life_insurance,35,none,own,2,2,2,1,1,1
416,1,12,existing_credits_paid_back_duly_till_now,car_(new),2579,1,1,4,male_single,male,none,1,real_estate,33,none,own,1,1,2,0,1,0
417,1,18,delay_in_paying_off_in_the_past,education,8471,0,2,1,female_divorced/separated/married,female,none,2,car_or_other,23,none,rent,2,2,1,1,1,1
418,0,21,existing_credits_paid_back_duly_till_now,car_(new),2782,3,3,1,female_divorced/separated/married,female,none,2,car_or_other,31,bank,own,1,3,1,0,1,1
419,2,18,existing_credits_paid_back_duly_till_now,car_(new),1042,0,2,4,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,33,none,own,1,2,1,0,1,0
420,0,15,existing_credits_paid_back_duly_till_now,car_(new),3186,4,3,2,female_divorced/separated/married,female,none,3,car_or_other,20,none,rent,1,2,1,0,1,1
421,2,12,existing_credits_paid_back_duly_till_now,car_(used),2028,0,2,4,male_single,male,none,2,car_or_other,30,none,own,1,2,1,0,1,1
422,2,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),958,1,3,2,male_single,male,none,3,real_estate,47,none,own,2,1,2,0,1,1
423,0,21,delay_in_paying_off_in_the_past,furniture/equipment,1591,2,3,4,male_single,male,none,3,real_estate,34,none,own,2,3,1,0,1,1
424,2,12,existing_credits_paid_back_duly_till_now,furniture/equipment,2762,0,4,1,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,25,bank,own,1,2,1,1,1,0
425,2,18,existing_credits_paid_back_duly_till_now,car_(used),2779,1,2,1,male_married/widowed,male,none,3,car_or_other,21,none,rent,1,2,1,1,1,1
426,0,28,critical_account/other_credits_existing_not_at_this_bank,radio/television,2743,1,4,4,male_single,male,none,2,car_or_other,29,none,own,2,2,1,0,1,1
427,0,18,critical_account/other_credits_existing_not_at_this_bank,radio/television,1149,4,2,4,male_single,male,none,3,real_estate,46,none,own,2,2,1,0,1,1
428,0,9,existing_credits_paid_back_duly_till_now,furniture/equipment,1313,1,4,1,male_single,male,none,4,car_or_other,20,none,own,1,2,1,0,1,1
429,1,18,critical_account/other_credits_existing_not_at_this_bank,repairs,1190,1,0,2,female_divorced/separated/married,female,none,4,unknown/no_property,55,none,for free,3,0,2,0,1,0
430,0,5,existing_credits_paid_back_duly_till_now,business,3448,1,3,1,male_single,male,none,4,real_estate,74,none,own,1,1,1,0,1,1
431,2,24,existing_credits_paid_back_duly_till_now,others,11328,1,2,2,male_single,male,co-applicant,3,car_or_other,29,bank,own,2,3,1,1,1,0
432,1,6,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,1872,1,0,4,male_single,male,none,4,unknown/no_property,36,none,for free,3,3,1,1,1,1
433,0,24,critical_account/other_credits_existing_not_at_this_bank,repairs,2058,1,2,4,male_divorced/separated,male,none,2,real_estate,33,none,own,2,2,1,1,1,1
434,1,9,existing_credits_paid_back_duly_till_now,furniture/equipment,2136,1,2,3,male_single,male,none,2,real_estate,25,none,own,1,2,1,0,1,1
435,2,12,existing_credits_paid_back_duly_till_now,radio/television,1484,0,2,2,male_married/widowed,male,none,1,real_estate,25,none,own,1,2,1,1,1,0
436,0,6,existing_credits_paid_back_duly_till_now,repairs,660,3,3,2,male_married/widowed,male,none,4,real_estate,23,none,rent,1,1,1,0,1,1
437,0,24,critical_account/other_credits_existing_not_at_this_bank,car_(new),1287,4,4,4,female_divorced/separated/married,female,none,4,real_estate,37,none,own,2,2,1,1,1,1
438,1,42,critical_account/other_credits_existing_not_at_this_bank,repairs,3394,1,0,4,male_single,male,co-applicant,4,car_or_other,65,none,own,2,0,1,0,1,1
439,3,12,all_credits_at_this_bank_paid_back_duly,business,609,1,1,4,female_divorced/separated/married,female,none,1,real_estate,26,none,own,1,0,1,0,1,0
440,0,12,existing_credits_paid_back_duly_till_now,car_(new),1884,1,4,4,male_single,male,none,4,car_or_other,39,none,own,1,3,1,1,1,1
441,1,12,existing_credits_paid_back_duly_till_now,furniture/equipment,1620,1,2,2,female_divorced/separated/married,female,co-applicant,3,building_society_savings_agreement/life_insurance,30,none,own,1,2,1,0,1,1
442,2,20,delay_in_paying_off_in_the_past,others,2629,1,2,2,male_single,male,none,3,car_or_other,29,bank,own,2,2,1,1,1,1
443,0,12,existing_credits_paid_back_duly_till_now,education,719,1,4,4,male_single,male,none,4,car_or_other,41,bank,own,1,1,2,0,1,0
444,2,48,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,5096,1,2,2,female_divorced/separated/married,female,none,3,car_or_other,30,none,own,1,3,1,1,1,0
445,0,9,critical_account/other_credits_existing_not_at_this_bank,education,1244,0,4,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,41,none,rent,2,1,1,0,1,1
446,1,36,existing_credits_paid_back_duly_till_now,car_(new),1842,1,1,4,female_divorced/separated/married,female,none,4,car_or_other,34,none,own,1,2,1,1,1,0
447,2,7,existing_credits_paid_back_duly_till_now,radio/television,2576,1,2,2,male_single,male,guarantor,2,real_estate,35,none,own,1,2,1,0,1,1
448,3,12,existing_credits_paid_back_duly_till_now,furniture/equipment,1424,0,4,3,female_divorced/separated/married,female,none,4,real_estate,55,none,own,1,3,1,1,1,1
449,2,15,delay_in_paying_off_in_the_past,repairs,1512,4,2,3,male_married/widowed,male,none,3,building_society_savings_agreement/life_insurance,61,stores,own,2,2,1,0,1,0
450,0,36,critical_account/other_credits_existing_not_at_this_bank,car_(used),11054,0,2,4,male_single,male,none,2,car_or_other,30,none,own,1,3,1,1,1,1
451,0,6,existing_credits_paid_back_duly_till_now,radio/television,518,1,2,3,female_divorced/separated/married,female,none,1,real_estate,29,none,own,1,2,1,0,1,1
452,0,12,no_credits_taken/all_credits_paid_back_duly,furniture/equipment,2759,1,4,2,male_single,male,none,4,building_society_savings_agreement/life_insurance,34,none,own,2,2,1,0,1,1
453,0,24,existing_credits_paid_back_duly_till_now,car_(used),2670,1,4,4,male_single,male,none,4,car_or_other,35,none,own,1,3,1,1,1,1
454,1,24,existing_credits_paid_back_duly_till_now,car_(new),4817,1,3,2,male_single,male,co-applicant,3,building_society_savings_agreement/life_insurance,31,none,own,1,2,1,1,1,0
455,0,24,existing_credits_paid_back_duly_till_now,car_(used),2679,1,1,4,female_divorced/separated/married,female,none,1,unknown/no_property,29,none,own,1,3,1,1,1,1
456,1,11,critical_account/other_credits_existing_not_at_this_bank,car_(new),3905,1,2,2,male_single,male,none,2,real_estate,36,none,rent,2,2,2,0,1,1
457,1,12,existing_credits_paid_back_duly_till_now,car_(used),3386,1,4,3,male_single,male,none,4,unknown/no_property,35,none,for free,1,2,1,1,1,0
458,1,6,existing_credits_paid_back_duly_till_now,domestic_appliances,343,1,1,4,female_divorced/separated/married,female,none,1,real_estate,27,none,own,1,2,1,0,1,1
459,0,18,existing_credits_paid_back_duly_till_now,radio/television,4594,1,1,3,male_single,male,none,2,car_or_other,32,none,own,1,2,1,1,1,1
460,1,36,existing_credits_paid_back_duly_till_now,furniture/equipment,3620,1,2,1,male_single,male,guarantor,2,building_society_savings_agreement/life_insurance,37,none,own,1,2,2,0,1,1
461,1,15,existing_credits_paid_back_duly_till_now,car_(new),1721,1,1,2,male_single,male,none,3,real_estate,36,none,own,1,2,1,0,1,1
462,2,12,existing_credits_paid_back_duly_till_now,furniture/equipment,3017,1,1,3,female_divorced/separated/married,female,none,1,real_estate,34,none,rent,1,3,1,0,1,1
463,2,12,existing_credits_paid_back_duly_till_now,retraining,754,0,4,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,38,none,own,2,2,1,0,1,1
464,0,18,existing_credits_paid_back_duly_till_now,business,1950,1,3,4,male_single,male,none,1,car_or_other,34,stores,own,2,2,1,1,1,1
465,1,24,existing_credits_paid_back_duly_till_now,car_(used),2924,1,2,3,male_single,male,guarantor,4,unknown/no_property,63,bank,own,1,2,2,1,1,1
466,1,24,delay_in_paying_off_in_the_past,radio/television,1659,1,1,4,female_divorced/separated/married,female,none,2,car_or_other,29,none,rent,1,1,1,1,1,0
467,0,48,delay_in_paying_off_in_the_past,radio/television,7238,0,4,3,male_single,male,none,3,car_or_other,32,bank,own,2,2,2,0,1,1
468,0,33,delay_in_paying_off_in_the_past,business,2764,1,2,2,female_divorced/separated/married,female,none,2,car_or_other,26,none,own,2,2,1,1,1,1
469,0,24,delay_in_paying_off_in_the_past,car_(used),4679,1,3,3,male_single,male,none,3,car_or_other,35,none,own,2,1,1,1,1,1
470,2,24,existing_credits_paid_back_duly_till_now,radio/television,3092,2,1,3,male_married/widowed,male,none,2,car_or_other,22,none,rent,1,2,1,1,1,0
471,1,6,existing_credits_paid_back_duly_till_now,education,448,1,1,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,23,none,own,1,2,1,0,1,0
472,1,9,existing_credits_paid_back_duly_till_now,car_(new),654,1,2,4,male_single,male,none,3,car_or_other,28,none,own,1,1,1,0,1,0
473,0,6,existing_credits_paid_back_duly_till_now,retraining,1238,0,0,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,36,none,own,1,3,2,1,1,1
474,2,18,critical_account/other_credits_existing_not_at_this_bank,radio/television,1245,1,2,4,male_married/widowed,male,none,2,car_or_other,33,none,own,1,2,1,0,1,0
475,1,18,no_credits_taken/all_credits_paid_back_duly,furniture/equipment,3114,1,1,1,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,26,none,rent,1,2,1,0,1,0
476,0,39,existing_credits_paid_back_duly_till_now,car_(used),2569,3,2,4,male_single,male,none,4,car_or_other,24,none,own,1,2,1,0,1,1
477,3,24,existing_credits_paid_back_duly_till_now,radio/television,5152,1,3,4,male_single,male,none,2,car_or_other,25,bank,own,1,2,1,0,1,1
478,2,12,existing_credits_paid_back_duly_till_now,business,1037,2,3,3,male_single,male,none,4,real_estate,39,none,own,1,1,1,0,1,1
479,1,15,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,1478,1,4,4,male_single,male,none,4,car_or_other,44,none,own,2,2,2,1,1,1
480,2,12,critical_account/other_credits_existing_not_at_this_bank,radio/television,3573,1,2,1,female_divorced/separated/married,female,none,1,real_estate,23,none,own,1,1,1,0,1,1
481,2,24,existing_credits_paid_back_duly_till_now,car_(new),1201,1,1,4,male_single,male,none,1,building_society_savings_agreement/life_insurance,26,none,own,1,2,1,0,1,1
482,1,30,existing_credits_paid_back_duly_till_now,furniture/equipment,3622,4,4,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,57,none,rent,2,2,1,1,1,1
483,0,15,delay_in_paying_off_in_the_past,furniture/equipment,960,4,3,3,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,30,none,own,2,2,1,0,1,1
484,0,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),1163,3,2,4,male_single,male,none,4,real_estate,44,none,own,1,2,1,1,1,1
485,2,6,delay_in_paying_off_in_the_past,car_(new),1209,1,0,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,47,none,own,1,3,1,1,1,0
486,0,12,existing_credits_paid_back_duly_till_now,radio/television,3077,1,2,2,male_single,male,none,4,car_or_other,52,none,own,1,2,1,1,1,1
487,0,24,existing_credits_paid_back_duly_till_now,car_(new),3757,1,4,4,female_divorced/separated/married,female,co-applicant,4,unknown/no_property,62,none,for free,1,2,1,1,1,1
488,0,10,existing_credits_paid_back_duly_till_now,car_(new),1418,2,2,3,male_single,male,none,2,real_estate,35,none,rent,1,1,1,0,0,1
489,0,6,existing_credits_paid_back_duly_till_now,car_(new),3518,1,2,2,male_single,male,guarantor,3,building_society_savings_agreement/life_insurance,26,none,rent,1,2,1,0,1,1
490,0,12,critical_account/other_credits_existing_not_at_this_bank,radio/television,1934,1,4,2,male_single,male,none,2,unknown/no_property,26,none,own,2,2,1,0,1,1
491,2,27,no_credits_taken/all_credits_paid_back_duly,business,8318,1,4,2,female_divorced/separated/married,female,none,4,unknown/no_property,42,none,for free,2,3,1,1,1,0
492,0,6,critical_account/other_credits_existing_not_at_this_bank,radio/television,1237,2,2,1,female_divorced/separated/married,female,none,1,building_society_savings_agreement/life_insurance,27,none,own,2,2,1,0,1,1
493,2,6,existing_credits_paid_back_duly_till_now,radio/television,368,0,4,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,38,none,own,1,2,1,0,1,1
494,1,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),2122,1,2,3,male_single,male,none,2,real_estate,39,none,rent,2,1,2,0,0,1
495,1,24,existing_credits_paid_back_duly_till_now,furniture/equipment,2996,0,2,2,male_married/widowed,male,none,4,car_or_other,20,none,own,1,2,1,0,1,0
496,2,36,existing_credits_paid_back_duly_till_now,furniture/equipment,9034,2,1,4,male_single,male,co-applicant,1,unknown/no_property,29,none,rent,1,3,1,1,1,0
497,0,24,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,1585,1,3,4,male_single,male,none,3,building_society_savings_agreement/life_insurance,40,none,own,2,2,1,0,1,1
498,2,18,existing_credits_paid_back_duly_till_now,radio/television,1301,1,4,4,male_married/widowed,male,guarantor,2,real_estate,32,none,own,1,1,1,0,1,1
499,3,6,critical_account/other_credits_existing_not_at_this_bank,car_(new),1323,2,4,2,male_divorced/separated,male,none,4,car_or_other,28,none,own,2,2,2,1,1,1
500,1,24,existing_credits_paid_back_duly_till_now,car_(new),3123,1,1,4,female_divorced/separated/married,female,none,1,building_society_savings_agreement/life_insurance,27,none,own,1,2,1,0,1,0
501,1,36,existing_credits_paid_back_duly_till_now,car_(used),5493,1,4,2,male_single,male,none,4,unknown/no_property,42,none,for free,1,2,2,0,1,1
502,3,9,existing_credits_paid_back_duly_till_now,radio/television,1126,2,4,2,male_divorced/separated,male,none,4,real_estate,49,none,own,1,2,1,0,1,1
503,2,24,critical_account/other_credits_existing_not_at_this_bank,radio/television,1216,2,1,4,male_single,male,none,4,unknown/no_property,38,bank,own,2,2,2,0,1,0
504,1,24,existing_credits_paid_back_duly_till_now,car_(new),1207,1,1,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,24,none,rent,1,2,1,0,1,0
505,0,10,existing_credits_paid_back_duly_till_now,car_(new),1309,0,2,4,male_single,male,guarantor,4,building_society_savings_agreement/life_insurance,27,none,own,1,1,1,0,1,0
506,3,15,critical_account/other_credits_existing_not_at_this_bank,car_(used),2360,3,2,2,male_single,male,none,2,car_or_other,36,none,own,1,2,1,1,1,1
507,2,15,all_credits_at_this_bank_paid_back_duly,car_(new),6850,2,0,1,male_single,male,none,2,building_society_savings_agreement/life_insurance,34,none,own,1,3,2,1,1,0
508,0,24,existing_credits_paid_back_duly_till_now,radio/television,1413,1,2,4,male_married/widowed,male,none,2,building_society_savings_agreement/life_insurance,28,none,own,1,2,1,0,1,1
509,0,39,existing_credits_paid_back_duly_till_now,car_(used),8588,2,4,4,male_single,male,none,2,car_or_other,45,none,own,1,3,1,1,1,1
510,1,12,existing_credits_paid_back_duly_till_now,car_(new),759,1,3,4,male_single,male,none,2,real_estate,26,none,own,1,2,1,0,1,0
511,0,36,existing_credits_paid_back_duly_till_now,car_(used),4686,1,2,2,male_single,male,none,2,unknown/no_property,32,none,for free,1,3,1,1,1,1
512,3,15,existing_credits_paid_back_duly_till_now,business,2687,1,3,2,male_single,male,none,4,building_society_savings_agreement/life_insurance,26,none,rent,1,2,1,1,1,1
513,2,12,delay_in_paying_off_in_the_past,radio/television,585,1,2,4,male_married/widowed,male,co-applicant,4,real_estate,20,none,rent,2,2,1,0,1,1
514,0,24,existing_credits_paid_back_duly_till_now,car_(new),2255,0,1,4,male_single,male,none,1,building_society_savings_agreement/life_insurance,54,none,own,1,2,1,0,1,1
515,1,6,critical_account/other_credits_existing_not_at_this_bank,car_(new),609,1,3,4,female_divorced/separated/married,female,none,3,building_society_savings_agreement/life_insurance,37,none,own,2,2,1,0,0,1
516,1,6,critical_account/other_credits_existing_not_at_this_bank,car_(new),1361,1,1,2,male_single,male,none,4,real_estate,40,none,own,1,1,2,0,0,1
517,0,36,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,7127,1,1,2,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,23,none,rent,2,2,1,1,1,0
518,1,6,existing_credits_paid_back_duly_till_now,car_(new),1203,2,4,3,male_single,male,none,2,building_society_savings_agreement/life_insurance,43,none,own,1,2,1,1,1,1
519,0,6,critical_account/other_credits_existing_not_at_this_bank,radio/television,700,0,4,4,male_single,male,none,4,unknown/no_property,36,none,for free,2,2,1,0,1,1
